dataset,channel_set,group,task,Method,seed,kind,variant,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,oracle_wear_reference
mendeley,primary,cross_machine_dual,D2-M,B8,42,baseline,b8,0.6608505997818975,0.5408739359217609,0.9150066401062416,0.7076151676590411,0.0,0.5483244293346284,0.9973498233215548,"early,middle,late",0.0026501766784452,0.0,1132,9,0,0.0348905229799854,,,,,,,
mendeley,primary,cross_machine_dual,D2-M,B9,42,baseline,b9,0.7237368229734642,0.7190031961439818,0.844397238449283,0.5887240356083087,0.7238883143743536,0.8969258589511754,0.4381625441696113,"early,middle,late",0.1828621908127208,0.3789752650176678,1132,52,9,0.0336239788961885,,,,,,,
mendeley,primary,cross_machine_dual,D2-M,B10,42,baseline,b10,0.5779716466739367,0.4606209515300425,0.7950859950859951,0.5867768595041323,0.0,0.5104575163398692,0.6899293286219081,"early,middle,late",0.3100706713780918,0.0,1132,18,0,0.0164448218759057,,,,,,,
mendeley,primary,cross_machine_dual,D2-M,B1,42,baseline,b1,0.9123954925481644,0.9108384626176146,0.9819059107358264,0.9014314928425358,0.8491779842744818,0.8392993145468393,0.9734982332155476,"early,middle,late",0.0265017667844522,0.0,1132,0,0,0.0043668122270742,,,,,,,True
mendeley,primary,cross_machine_dual,D2-M,B2,42,baseline,b2,0.5107233733187931,0.5036918440733981,0.5818815331010453,0.3410029498525074,0.5881910492666416,0.5133214920071048,0.2553003533568904,"early,middle,late",0.0,0.7446996466431095,1132,131,42,0.1885007278020378,,,,,,,False
mendeley,primary,cross_machine_dual,D2-M,B3,42,baseline,b3,0.8135223555070883,0.8118603711089526,0.750575594781274,0.8069251035001882,0.8780804150453956,0.7029508196721311,0.9469964664310954,"early,middle,late",0.0,0.0530035335689045,1132,63,0,0.0568680252304706,,,,,,,False
mendeley,primary,cross_machine_dual,D2-M,B4,42,baseline,b4,0.757179207560887,0.7569090771152819,0.7671840354767184,0.7540695116586009,0.7494736842105263,0.7510955302366346,0.7570671378091873,"early,middle,late",0.1669611307420494,0.0759717314487632,1132,127,30,0.1568792685923439,,,,,,,False
mendeley,primary,cross_machine_dual,D2-M,B5,42,baseline,b5,0.7666303162486369,0.7516844708240381,0.5977605512489234,0.7772380291464261,0.8800548320767649,0.64,0.9893992932862192,"early,middle,late",0.0,0.0106007067137809,1132,66,0,0.0541575691411935,,,,,,,False
mendeley,primary,cross_machine_dual,D2-M,B6,42,baseline,b6,0.6695747001090513,0.6814005632047836,0.7722473604826546,0.5589519650655022,0.7130023640661939,0.620021528525296,0.508833922261484,"early,middle,late",0.0,0.4911660777385159,1132,106,0,0.1321179036084324,,,,,,,False
mendeley,primary,cross_machine_dual,D2-M,B11,52,baseline,raw,0.6513994910941476,0.6568263357744265,0.6834592779177162,0.4939411425274091,0.7930785868781542,0.7121464226289518,0.3780918727915194,"early,middle,late",0.5936395759717314,0.0282685512367491,1132,50,0,0.0157840281800845,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,
